product,title,date,country,stars,helpful,review,language,title_sentiment,title_wc,review_sentiment,review_wc
iRobot ROOMBA980 Robot Vacuum Cleaner,Definitely a treat to be had,2018-04-20,the United Kingdom,5,2,"Love Roomba...  i do make an effort to pick up chairs & dog toys/beds before letting it loose but it does a nice job. I like having clean floors and it gifts me that.  Quieter than vacuuming and doesn’t scare the animals too much. Wish the bin was a bit larger and that it was maybe 10cm shorter so it could go under a few pieces of furniture.  App is awesome, I can turn it on while  I’m out and about and have a clean floor when I return.Expensive but overall, a very nice lush treat.",eng,0,6,0.2203874869923376,99
iRobot ROOMBA980 Robot Vacuum Cleaner,Superb!,2016-06-03,the United Kingdom,5,21,"The number of over engeniered expensive products I bought is far too many. My husband was saying this will be one of those again. Even he admitted he was wrong. Two massive cats and a small child in the house create always lots of mess. We live waiting for cleaners to come over and it took few hours for a house to look a mess again. Had no time to clean at all. Now we are rescued by the robot. The touch of the button before we are off to work and we just could not believe it cleaned the whole level and docked himself for the charge. All we need to do is to empty the dust collector. Impressed! It is of course not cheap, but it works. Hope it will prove itself in the long run.Delivery was fast just to prase the seller as well.Happy buyer.",eng,1,1,0.1313495491720768,150
iRobot ROOMBA980 Robot Vacuum Cleaner,Roomba client sevice,2018-01-11,the United Kingdom,4,2,After two weeks work the vacuum cleaner malfunctionedwe up to this point in time were very content with the machine,eng,0,3,0.4092004398824615,20
iRobot ROOMBA980 Robot Vacuum Cleaner,Five Stars,2017-07-22,the United Kingdom,5,2,Very happy with it! It was definitely worth investing.,eng,0,2,0.6393691769624716,9
iRobot ROOMBA980 Robot Vacuum Cleaner,Five Stars,2017-08-21,the United Kingdom,5,0,This is a great product to maintain a clean floor all around the house.,eng,0,2,0.6013377943029549,14
iRobot ROOMBA980 Robot Vacuum Cleaner,Time saving appliance x1000,2018-04-27,the United Kingdom,5,0,"Fantastic product, Bin nees emptying frequently  and the robot does get stuck on certain rug positions against walls but can live with these small things",eng,0.4,4,0.06,25
iRobot ROOMBA980 Robot Vacuum Cleaner,Pricey but well worth it! Buy one.,2017-04-17,the United Kingdom,5,6,"Putting aside the enormous price tag for one moment, this is an excellent vacuum cleaner! My wife and I do not enjoy vacuuming and it doesn't get done often, until now, that is! I used to think robotic vacuum cleaners were a gimmick but after the first day that thought was quashed! We set Roomba to clean our whole house daily. At first it couldn't clean the whole house without needing emptied but 2 weeks on, it's now managing it which is a great sign as it means our house is getting cleaner! Our very tired old carpet is visibly cleaner and the pile is standing proud and taller, I kid you not. You honestly don't need to vacuum anymore apart from once a year behind things Roomba can't get behind. Or just move the furniture from time to time. We have it clean while we're at work and find it back at its base station fully recharged and asking to be emptied. It's like a very helpful pet! Even works on our deep pile new carpet with ease. If you hate cleaning, buy one!!",eng,0.8510227206391416,7,0.24048284002476528,184
iRobot ROOMBA980 Robot Vacuum Cleaner,Excellent product,2017-05-09,the United Kingdom,5,5,"I would definitely highly recommend this as a great buy. It is an expensive vacuum cleaner but for my wife and I, it definitely has been worth it. A very clever machine that works cleaning around the house at the push of a button leaving you enjoy relaxation time. Very powerful and cleans around edges of the house too. A very happy customer here.My only complaint is around the iRobot application. Could only find it on the App Store on my iPhone (UK number) but not on my Samsung S7 edge (Iraq Number) and when I tried to download it from the iRobot site on my Samsung I found that I could not because the app is not supported in my country Iraq",eng,0.7071067811865475,2,0.4434895090415948,124
iRobot ROOMBA980 Robot Vacuum Cleaner,I am overall happy with this machine,2017-08-16,the United Kingdom,4,6,"I am overall happy with this machine. It cleans pretty good, both hard surfaces and carpets.The main painpoint is that sometimes (roughly 35% of the time) it gets stuck for no apparent reason.",eng,0.2834733547569204,7,0.3040889342251346,33
iRobot ROOMBA980 Robot Vacuum Cleaner,Better than I thought it would be,2016-06-09,the United Kingdom,5,17,"Better than I thought it would be. Works very well but does need to be maintained regularly which is very easy to do as rubbish invariably gets stuck occasionally (e.g. sweet wrapper) and blocks suction. The scheduling, remote control from my iPhone and its performance all makes this an excellent product. Only negative is the cat loves riding on it and turns it off!",eng,-0.0944911182523068,7,0.12912493567483616,65
iRobot ROOMBA980 Robot Vacuum Cleaner,Breaks down quickly,2018-03-12,the United Kingdom,1,7,"So I have had a Roomba 980 for 3 weeks now. For the first 10 days it was great and I followed the manual for cleaning brushes, aeroforce blades etc. However, as of today it has developed a massive noise. Again I completed the whole dismantling, cleaning and assembling the machine again but the noise (high frequency crackling noise) continues. I am quite disappointed that such an expensive kit did not last very long. It has been cleaning marble flooring which is not heavy duty and should have lasted longer than this. I am returning it back to Amazon for refund.",eng,0.34641016151377546,3,-0.24639791008575504,98
iRobot ROOMBA980 Robot Vacuum Cleaner,Very impressed,2017-09-14,the United Kingdom,5,2,"Bought this over the 360 eye for a number of reasons and have to say, having used for 6 months this is very very good.  I am always amazed at how much dust and fluff is in the bin, even after using the mains powered Dyson and thinking the carpet is clean. I use Android and have had no problems with the app at all. It cleans the whole downstairs floor area (short pile carpet) on max power without needing to recharge, around 50 mins cleaning, and navigates perfectly through the rooms and docks perfectly.  I do clear the floor first of toys and tuck any wires away before it goes out.  It will not do a deep clean around the edges but does sweep the edges at the end of the clean cycle. It reduces the need to use the mains vacuum by a substantial amount.  It is not cheap but feels like a product that has evolved and improved in its design culminating in the 980 (for now). For the price it needs to be great and in my experience I think it is. The 980 has exceeded my expectations, just do not expect it to completely replace a mains vacuum.",eng,0.6363961030678927,2,0.14311650908671875,198
iRobot ROOMBA980 Robot Vacuum Cleaner,Been doing a great job for over a year,2017-11-27,the United Kingdom,5,4,"I’ve had the Roomba for over a year now (since Aug 2016), and have been very happy with it. Using scheduled runs during the day while everyone is out is great, and it can easily do a double run in our flat (two carpeted bedrooms, hardwood and tiles elsewhere) without skipping a beat.The only niggle is that it sometimes gets stuck in an awkward angle on the sloping legs of a Barcelona chair, but that’s very infrequent (once a month tops).",eng,0.16666666666666666,9,0.28304236590367154,83
iRobot ROOMBA980 Robot Vacuum Cleaner,Disappointing,2017-07-26,the United Kingdom,2,4,"It's nifty toy, but not really more than that. I was disappointed to see it not be able to clean my medium shagginess carpets (just giving up when it should push a little in order to move on them), to find easily cleanable dirt near the walls (it seems it does not make a pass with the long brush by every wall), and especially to find out that I can't connect it to my Google Home, for no other reason than that I'm not a US customer.",eng,-1,1,0.09748679626014077,87
iRobot ROOMBA980 Robot Vacuum Cleaner,Broke after 4 hours,2020-05-23,the United Kingdom,1,0,I would not buy this product or any irobot product in the future. this stopped working after 4 hours and its been sent back over 4 weeks now. When I ring irobot they cannot give me an update and never ring back. I have rang them 6-7 times in the last 3 weeks. They promise that the supervisor will ring me with an update but that never happens. The service is extremely poor.,eng,-0.43301270189221935,3,-0.059952358520381686,69
iRobot ROOMBA980 Robot Vacuum Cleaner,Absolutely fantastic. Expensive but worth it.,2017-03-04,the United Kingdom,5,12,"Firstly, please note that I bought my Roomba 980 from John Lewis, who agreed to price match Tesco Direct and allowed me to collect (for free) from my local Waitrose the next day.So, right out of the box, it’s possible to have the Roomba 980 up and running in a matter of minutes. Once you’ve plugged your Home Base docking station’s power cord into a wall socket, all you have to do is remove the battery pull tab and yellow bin insert from the Roomba’s undercarriage, press the clearly marked ‘Clean’ button in top of the unit, and your automated vacuum will start cleaning your home immediately.Press the unit’s ‘Home’ button, and the Roomba 980 will stop everything and, in one of its most impressive acts of futuristic awesomeness, automatically guide itself over to its charging station like it’s following a homing beacon. It’ll also do this when it’s running low on battery or if its bin is full.Though this control method is already quite easy to manage, the Roomba 980 is also the first iRobot device that can be controlled via an iOS or Android app. Connecting the unit to the app is a cinch – the iRobot app will automatically detect your Wi-Fi network and ask if you want to connect your Roomba to it.The Roomba 980’s iAdapt 2.0 navigation sensors allow it to move around and clean an entire floor of your house without crashing into things or dropping down stairs or ledges. It will still bump into walls and furniture, but in a way that’s ever so gentle.Cleverly mapping your home’s layout as it cleans, iRobot’s vSLAM technology actually scans the environment around the Roomba 980 to memorise and create distinct visual landmarks. This helps it keep track of where it has already been, making clean up jobs more direct and efficient.Instead of forcing its way through things, the Roomba 980 will hug itself along obstructions, including chair legs, bicycle wheels or any other solid object that’s touching the floor, inching around them until it’s cleaned as much uncovered floor space as possible.In the box, you’ll also find a pair of battery-operated Dual Mode Virtual Wall Barriers. As the name implies, these act as a virtual wall that will keep the Roomba from crossing certain areas. For instance, if you don’t want the Roomba to enter a particular room, you can place one of these barriers down by the entrance. These are also great for keeping the device away from your ground-level pet food bowls.As expensive as it is, there’s no denying that iRobot’s Roomba 980 is a gloriously advanced automated vacuum. With its environment mapping and self navigation, the latest Roomba never ceases to impress – watching it automatically guide itself back to its charging station is always a delight. Though its app is a little on the sluggish side, and it struggles slightly when rolling over cables, every part of the Roomba 980 experience exudes quality. If vacuums do become sentient one day, it’s likely that they’ll aspire to be just like this one.",eng,0.8991095773009196,6,0.22144458883435156,529
iRobot ROOMBA980 Robot Vacuum Cleaner,Love it!,2016-09-16,the United Kingdom,4,18,"I love my roomba! It was expensive (this 4 versus 5 stars) and I was embarrassed at my extravagance, but generally worth it as now myhusband and I do not fight over who will or should do the hoovering. And even better - It vacuums better than our upright vacuum! The docking station and app make it very convenient and allows us to keep up with pet hair. Having the roomba allows us to get on with other things around the house. I definitely recommend it especially if you have busy lives.",eng,0.5303300858899106,2,0.3812674143113826,89
iRobot ROOMBA980 Robot Vacuum Cleaner,Best Christmas present I’ve ever got,2018-07-17,the United Kingdom,5,0,"Can’t praise this little machine enough, my carpets have never been so clean. What more can I say. It’s perfect.",eng,0.2834733547569204,7,0.0915402985092554,22
iRobot ROOMBA980 Robot Vacuum Cleaner,Superb hoover. Brilliant tech. Set the schedule and forget about it.,2017-02-19,the United Kingdom,5,21,"Our Dyson upright hoover died and already owning an iRobot Scooba (which I still use almost every day) decided to buy the Roomba 980.The technology in the robot is what make it cut above the rest. This is no toy (although lots of fun to watch). Friends of ours purchased another robot from another company and after a few weeks have given up, the 980 is in a league of it’s own.Our layout is rather unusual and to make things more difficult, I put the charging station in a different room since I didn’t really want it on display. That means that the 980 has to navigate over a little ledge, into a small corridor, turn left into the living/eating area with a large rug in the living area, and then notice a kitchen off on the side. The floors are granite tiles.The robot has each time quite a bit of fun going over the ledge in both directions, but has yet to fail. However, the first few attempts weren’t as successful as I had hoped. The first challenge was the carpet. The problem is that my carpet has a black edge around it. I didn’t think about it when I read in the reviews that the 980 can’t handle black (it thinks that it’s the edge of a room and will fall). Being somewhat disappointed, I turned to the internet and found the solution was quite simple – simply stick a piece of white paper with sellotape and cover the sensors. I wouldn’t recommend doing this upstairs of course!Excellent. Problem one solved. Now to my next problem. Now the robot was getting stuck on my IKEA Poäng chair! Using one of the virtual walls  in “halo” mode solved that problem. And to my final problem…I wasn’t satisfied that the 980 was actually making it properly into the kitchen. On the app (available for iPhone and Android), it told me the amount of square feet that it was covering and it really wasn’t enough. I decided to put the robot in the living room to see if I would get better results. If necessary I was willing to move the docking station into the living room, but wasn’t over-enthusiastic about it.The battery wasn’t on full charge, but decided to see what would happen.Despite the fact that the robot didn’t start it’s run from the docking station, nevertheless, when it ran out of battery, it navigated itself back to the room with the docking station, replenished it’s charge and continued to complete it’s task.Now that’s impressive.We have the Roomba set to clean our downstairs every night (you can schedule one time per day) so you can decide on a Sunday to run at 11 am and Monday at 9 am etc.Emptying the Roomba is recommended after each run, but I am lazy and do so every week. The weekly maintenance takes about 5 minutes and the daily task of putting the Roomba in a good starting position (again this is only because I don’t want the robot in the living room) and the halo under that one chair takes me less than 2 minutes.A few more things that I noticed:1. Yesterday evening the house was a disaster and before settling down to watch TV decided to run the robot. I forgot to move a heater and watched the 980 go over some heavy wires and get tangled. It expertly untangled itself without any problem. It took about an hour to clean 42 sq. m. It picked up everything from popcorn off the floor to some breadcrumbs that I had dropped after it had already done the first pass in the kitchen (it comes back later to do a second pass and then finishes off by doing the edges).2. You do need some light for the robot to work. It uses the camera to reorient itself if it goes off course slightly. So if you are running the robot at night like we do, you will need to leave some lights on.3. The robot is of course noisy and when it goes on carpet get very noisy – but it also cleans very well.4. There is a very useful feature of spot cleaning. If you drop dirt on the carpet – say a child has come into play and emptied the contents of their shoes – sand, soil etc., on the carpet – you can put the robot on the dirty spot and press the spot clean button. No need for a full one-hour clean.5. My last point is something to consider – we do have a stair case and it has carpet on it. Obviously right now, no robot hoover can actually handle that, so I was forced to purchase a cheap pull along hoover to handle the stairs.This really is a superb product and worth the very high price. I did a lot of research and I recommend watching video reviews of the 980 on YouTube  actually picking up dirt off carpets etc. There is no point paying half the amount for a robot that doesn’t actually do what you want it to do.",eng,0.40841044195616044,11,0.07369216072877656,869
iRobot ROOMBA980 Robot Vacuum Cleaner,... about 6 months now I can say is my best buy ever,2017-03-14,the United Kingdom,5,2,"I have romba 980 model for about 6 months now I can say is my best buy ever. I love it. I bought it in other shop, is doing a great job, better then me with my dyson. I never need to hover again . Have a few small issues from time on time like if I put it in the kitchen and is messy it won t clean it perfectly unless I close the door, and after I have to bring him back to the charging unit but once you learn to know him you won t be able to live without him > I LOVE IT .",eng,0.08226530951437427,11,0.3686140076648654,104
iRobot ROOMBA980 Robot Vacuum Cleaner,You still need to pick up a vacuum cleaner now ...,2016-08-17,the United Kingdom,5,17,"You still need to pick up a vacuum cleaner now and then to finish the job, but it does 80-90% of the work for you.",eng,0.15811388300841897,10,0.21688190430892726,24
iRobot ROOMBA980 Robot Vacuum Cleaner,Five Stars,2016-04-09,the United Kingdom,5,0,Love it ;),slv,0,2,0.5303300858899106,2
iRobot ROOMBA980 Robot Vacuum Cleaner,Surprisingly effective,2018-07-04,the United Kingdom,4,4,"I bought this because we have 4 cats, and vacuuming was becoming a full time job. Set up was dead easy using the App, and equally easy to change the settings to schedule when the cleaner goes about its tasks.It's noisier than I expected, but then I just set it to go when no-one's in the house. You also have to organised about picking stuff up off the floor so it doesn't get interrupted or blocked. It also struggles with shag-pile rugs and can't make it over the lip of deeper pile rugs, which is a nuisance. (I had to rig up little 'ramps' so that it could climb onto one of my rugs, but even then it doesn't always make it!).It also can't make it under my dining room table if the chairs are on the floor, so if I want this area cleaned, then I put the chairs upside down on the table.Having said all that, I've been really pleased with how effective it is - It runs once a day over a big area (25 sq.m.), taking about 45mins to 1 hour. I don't think the job is necessarily as effective as a full-blown vacuum but this 'little and often' approach with the Roomba generally means we have very little dust and fur in evidence, which would otherwise be floating around the house making a mess. It's great to come home to a nice clean house every day!",eng,0.565685424949238,2,0.1911376773229063,244
iRobot ROOMBA980 Robot Vacuum Cleaner,Cleans better than my upright,2021-01-07,the United Kingdom,5,0,"This is my new love... I am impressed at how this vacuum cleans. It is amazing. Under my bed has never been so clean. It is large enough to cover a wide area, but small enough to get into the areas that are hard to reach.I bought it so that I wasn’t lugging about my usual upright, to help with my sciatica & it is my Best Buy of 2020.Go on & treat yourself. It is worth it.",eng,0.8944271909999159,5,0.1906957820707181,78
iRobot ROOMBA980 Robot Vacuum Cleaner,Repair is not available in Canada,2018-12-19,Canada,1,25,"I bought an used iRobot on Amazon. The side brush was not working so i bought a new module on iRobot website for 20$.After added the new module, the brush was not working so i called iRobot support.They told me that my iRobot was not under warranty since it's an used one and i understood but the only way to repair it was:- Send my iRobot to a friend in US, my friend will send it to iRobot (repair cost is 110 USD).- Pay 500 CAD to get a new one without battery, home base (will keep the defect one).iRobot doesn't have a Canadian center so if you want to repair, you need to go to an unofficial shop and this is crazy when you pay more than 1000$...Very disappointed about that and didn't expect that from a brand like that!",eng,-0.32659863237109044,6,-0.09713142658459409,141
iRobot ROOMBA980 Robot Vacuum Cleaner,"This vacuum cleaner has one serious design flaw, the ...",2018-05-27,Canada,1,19,"This vacuum cleaner has one serious design flaw, the door flap for the hepa filter is made of the cheapest plastic and it is guaranteed to fail. I have had the vacuum for a while now and I have replaced the bin 4 times now due to the same broken part. This part is not available separately and you must purchase the entire bid each time for about $60 to keep the vacuum running.Otherwise when the door is not broken it works ok, but pet hair is a challenge.",eng,0,9,-0.06028967052648075,88
iRobot ROOMBA980 Robot Vacuum Cleaner,"Recommended, but also make sure to get the replacement ...",2018-07-28,Canada,5,13,"We are a two-roomba household now, one for the main floor, and one for upstairs.  Between the two of them, the difference is very noticable when run 2 or 3 times a week on the automatic schedule.  Recommended, but also make sure to get the replacement brushes and filters to keep the best cleaning power.  Old filters are probably the most common reason for poor performance.  The lithium batteries in these new models are far superior to the NiCads in the old ones.",eng,0.16666666666666666,9,0.3736993760156155,82
iRobot ROOMBA980 Robot Vacuum Cleaner,- The programming feature is really nice! - you can change settings via the app ...,2017-03-08,Canada,4,16,"Pros:- The programming feature is really nice!- you can change settings via the app- the cord avoidance feature (similar to 800 series)- it actually is able to jump a little bit of height (I guess 1 or 2 cm jump between floor types)- the cliff detection works! very excited about that- I love how it finds an obstacle - like a chair leg, and instead of just reversing direction, it actually makes sure to clean all the way around it!! Because of this we don't mind leaving dining room chairs on the group, or the dogs toys - as we know the roomba will just work around it.Cons:- it's very loud! Luckily it has 2 settings - carpet boost ON or OFF. With it off, we can barely hear it from upstairs. With it on, (and our bedroom fan on) we can still hear the vacuum whine.- the bin sensors fill up very quickly. While this has a larger bin than previous versions, the carpet (wool) will shed alot. This can sometimes confuse the sensors, and it doesn't always make it 100% of the way into the bin. When we empty the bin, we have to make sure we pull out all the fibres.- It's gotten stuck at least 3 times in areas it shouldn't have (under slingback chairs, under the couch) but as we run it every night, we just find it in the morning and put it back- we have a drop off area from carpet to tile around our fireplace. The carpet bulges there quite a bit. The roomba falls off the carpet into the tile easily, but gets stuck in the tile area because it can't make the jump back up. I wonder why the programming allows it to go ""down"" a height more than it can go ""up""- it makes little noises every time you change the settings, which gets a little annoying if you are programming the entire schedule for the week- expensive!!!",eng,0.20049796015921226,13,0.09675378359279828,321
iRobot ROOMBA980 Robot Vacuum Cleaner,Great but don't expect perfection.,2017-01-20,Canada,5,61,"Pros- iRobot HOME app is stable to use. I can view the run time, jobs completed, square feet cleaned etc.- Picks up most dirt particles. I tested this by shaking out an old carpet to coat my hardwood floor with a layer of dust and dirt as well as pouring glitter on the floor. I could visibly see streaks of clean floor every time the Roomba passed over the area but it will miss a few bits here and there.- If the Roomba is stuck somewhere and the battery isn't dead, I can click the locate button on my app to make it sing for me and go find it.- The cliff sensors seem to be working fine because my Roomba hasn't taken the leap of death to commit suicide at the stairs. One day it might try because it's upset with all unpaid slave labour I make it do, but it hasn't tried as of yet.- Forces you to create a new habit of decluttering your floor and remove obstacles for the Roomba to clean. Once the Roomba starts up, I see my dog scrambling to get all his toys back into the bin.- The 2 lighthouses that comes with the Roomba used to create virtual walls are powered by normal AA batteries.Cons- iRobot HOME app for controlling the Roomba doesn't have push notifications.- There currently are no ways for you to view the map that the Roomba has created while vacuuming on the app for security reasons. Personally I wanted to know exactly where in the house it cleaned.- Roomba has trouble transitioning from hardwood floor to my 1/2"" high-pile rug and will think it is a wall. I uploaded a photos of my Roomba refusing to go up onto a carpet.- Sometimes Roomba will slow down before bumping into walls and furniture but most of the time it will just stupidly bash into things at its regular operating speed.- If you have light carpets or a bath mat, you will need to clean that yourself and move it out of the way. It will be too light for the Roomba to go on top of it. My bathroom mat for example just kept getting pushed around. I uploaded a photo for this issue as well.VerdictThe Roomba 980 isn't by any means perfect or totally autonomous. It will miss some particles here and there but it should be no problem if you schedule it to clean the house once a day and you manually clean the floor once a month. While the Roomba is pricy, it to me was a time saver. Time is money so purchasing it is a decision that I don't regret (yet). Another way I like to think of it is it would have costed significantly more if I were to pay for a housecleaning service.",eng,-0.9058311376851648,5,0.06822980503101903,472
